name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Neem Tree,Cactaceae,No,Least Concern,Wetlands,Pune,North India,Fast-growing and high yield,spring,night
Rose,Musa acuminata,No,Endangered,Orchards,Mumbai,North India,Symbol of love and beauty,summer,afternoon
Aloe Vera,Helianthus annuus,Yes,Vulnerable,Rainforests,Jaipur,East India,Sacred plant in India,summer,morning
Lotus,Azadirachta indica,No,Endangered,Fields,Bangalore,West India,Evergreen and long-lived,summer,morning
Pine Tree,Aloe barbadensis,Yes,Vulnerable,Orchards,Amravati,South India,Survives in arid climates,summer,morning
Tulsi,Azadirachta indica,No,Near Threatened,Orchards,Amravati,South India,Evergreen and long-lived,monsoon,night
Neem Tree,Rosa indica,Yes,Near Threatened,Rainforests,Hyderabad,West India,Known for medicinal properties,winter,morning
Mango Tree,Ocimum sanctum,Yes,Least Concern,Grasslands,Amravati,East India,Evergreen and long-lived,spring,night
Cactus,Mangifera indica,No,Least Concern,Wetlands,Delhi,South India,Symbol of love and beauty,winter,afternoon
Tulsi,Rosa indica,Yes,Vulnerable,Wetlands,Mumbai,South India,Fast-growing and high yield,spring,morning
Cactus,Helianthus annuus,Yes,Vulnerable,Fields,Mumbai,South India,Symbol of love and beauty,winter,morning
Aloe Vera,Azadirachta indica,No,Vulnerable,Mountains,Mumbai,South India,Survives in arid climates,summer,afternoon
Neem Tree,Mangifera indica,No,Vulnerable,Fields,Chennai,West India,Symbol of love and beauty,summer,afternoon
Sunflower,Cactaceae,Yes,Least Concern,Tropical Forests,Mumbai,East India,Survives in arid climates,monsoon,night
Pine Tree,Nelumbo nucifera,Yes,Near Threatened,Tropical Forests,Ahmedabad,East India,Fast-growing and high yield,spring,afternoon
Neem Tree,Cactaceae,Yes,Vulnerable,Fields,Jaipur,South India,Known for medicinal properties,summer,morning
Pine Tree,Cactaceae,No,Vulnerable,Wetlands,Chennai,East India,Evergreen and long-lived,spring,night
Aloe Vera,Aloe barbadensis,Yes,Endangered,Tropical Forests,Hyderabad,South India,Fast-growing and high yield,monsoon,morning
Banana Plant,Helianthus annuus,No,Least Concern,Deserts,Pune,Northeast India,Produces delicious fruit,spring,afternoon
Mango Tree,Azadirachta indica,No,Near Threatened,Tropical Forests,Kolkata,South India,Survives in arid climates,monsoon,night
Aloe Vera,Nelumbo nucifera,Yes,Vulnerable,Tropical Forests,Delhi,East India,Evergreen and long-lived,winter,afternoon
Mango Tree,Pinus,Yes,Near Threatened,Mountains,Nagpur,Central India,Known for medicinal properties,spring,night
Cactus,Helianthus annuus,No,Vulnerable,Coastal Forests,Nagpur,West India,Healing properties for skin,spring,afternoon
Sunflower,Helianthus annuus,No,Vulnerable,Deserts,Kolkata,East India,Fast-growing and high yield,winter,night
Tulsi,Pinus,No,Least Concern,Orchards,Mumbai,Northeast India,Turns towards the sun,monsoon,afternoon
Lotus,Nelumbo nucifera,Yes,Vulnerable,Urban Gardens,Kolkata,North India,National flower of India,summer,night
Rose,Aloe barbadensis,Yes,Near Threatened,Orchards,Mumbai,East India,Sacred plant in India,monsoon,morning
Lotus,Cactaceae,Yes,Vulnerable,Urban Gardens,Mumbai,North India,Sacred plant in India,winter,morning
Mango Tree,Ocimum sanctum,No,Vulnerable,Deserts,Hyderabad,Central India,Symbol of love and beauty,monsoon,night
Rose,Helianthus annuus,No,Near Threatened,Orchards,Hyderabad,South India,Evergreen and long-lived,monsoon,morning
Sunflower,Cactaceae,No,Least Concern,Rainforests,Jaipur,South India,Evergreen and long-lived,monsoon,morning
Rose,Nelumbo nucifera,Yes,Least Concern,Coastal Forests,Kolkata,North India,Turns towards the sun,winter,night
Neem Tree,Helianthus annuus,Yes,Least Concern,Tropical Forests,Kolkata,Northeast India,Survives in arid climates,monsoon,morning
Lotus,Azadirachta indica,No,Endangered,Coastal Forests,Jaipur,South India,Survives in arid climates,winter,afternoon
Mango Tree,Azadirachta indica,Yes,Near Threatened,Rainforests,Amravati,West India,Sacred plant in India,monsoon,night
Banana Plant,Ocimum sanctum,Yes,Least Concern,Deserts,Pune,Northeast India,Produces delicious fruit,summer,night
Sunflower,Helianthus annuus,No,Vulnerable,Mountains,Pune,Central India,Known for medicinal properties,monsoon,morning
Pine Tree,Cactaceae,Yes,Near Threatened,Tropical Forests,Hyderabad,East India,Turns towards the sun,monsoon,night
Aloe Vera,Rosa indica,No,Least Concern,Wetlands,Amravati,West India,Turns towards the sun,summer,night
Sunflower,Pinus,No,Endangered,Fields,Amravati,Central India,Turns towards the sun,winter,afternoon
Banana Plant,Rosa indica,No,Near Threatened,Grasslands,Mumbai,South India,Sacred plant in India,spring,morning
Lotus,Ocimum sanctum,No,Least Concern,Wetlands,Chennai,East India,National flower of India,monsoon,afternoon
Rose,Rosa indica,Yes,Endangered,Rainforests,Jaipur,South India,Healing properties for skin,monsoon,morning
Lotus,Pinus,No,Least Concern,Wetlands,Pune,Central India,Evergreen and long-lived,summer,night
Pine Tree,Nelumbo nucifera,No,Near Threatened,Fields,Bangalore,East India,Known for medicinal properties,monsoon,afternoon
Rose,Rosa indica,Yes,Vulnerable,Orchards,Chennai,Northeast India,National flower of India,winter,morning
Banana Plant,Azadirachta indica,Yes,Least Concern,Wetlands,Hyderabad,North India,Known for medicinal properties,summer,night
Rose,Azadirachta indica,No,Endangered,Tropical Forests,Bangalore,Central India,Survives in arid climates,monsoon,morning
Pine Tree,Azadirachta indica,Yes,Endangered,Orchards,Chennai,East India,Symbol of love and beauty,monsoon,morning
Banana Plant,Rosa indica,No,Near Threatened,Wetlands,Mumbai,West India,Healing properties for skin,spring,afternoon
Mango Tree,Cactaceae,Yes,Vulnerable,Grasslands,Ahmedabad,North India,Evergreen and long-lived,winter,night
Mango Tree,Ocimum sanctum,Yes,Endangered,Grasslands,Ahmedabad,Central India,Survives in arid climates,spring,night
Rose,Ocimum sanctum,Yes,Vulnerable,Fields,Chennai,South India,Evergreen and long-lived,monsoon,morning
Cactus,Aloe barbadensis,Yes,Vulnerable,Urban Gardens,Lucknow,Northeast India,Symbol of love and beauty,spring,morning
Tulsi,Cactaceae,No,Least Concern,Rainforests,Bangalore,West India,Known for medicinal properties,winter,night
Aloe Vera,Rosa indica,Yes,Endangered,Coastal Forests,Pune,Northeast India,Healing properties for skin,winter,night
Sunflower,Musa acuminata,No,Near Threatened,Grasslands,Kolkata,East India,Healing properties for skin,monsoon,night
Mango Tree,Nelumbo nucifera,No,Endangered,Orchards,Chennai,East India,Known for medicinal properties,summer,morning
Rose,Azadirachta indica,No,Vulnerable,Rainforests,Mumbai,Northeast India,Survives in arid climates,summer,afternoon
Sunflower,Cactaceae,No,Near Threatened,Urban Gardens,Pune,East India,Evergreen and long-lived,monsoon,night
Neem Tree,Musa acuminata,No,Vulnerable,Wetlands,Bangalore,West India,Healing properties for skin,winter,afternoon
Lotus,Rosa indica,No,Endangered,Coastal Forests,Hyderabad,East India,Produces delicious fruit,spring,morning
Tulsi,Ocimum sanctum,Yes,Least Concern,Orchards,Pune,West India,Evergreen and long-lived,winter,night
Lotus,Nelumbo nucifera,No,Least Concern,Rainforests,Nagpur,West India,Sacred plant in India,spring,morning
Pine Tree,Musa acuminata,No,Endangered,Rainforests,Pune,North India,Fast-growing and high yield,spring,morning
Aloe Vera,Mangifera indica,No,Vulnerable,Tropical Forests,Kolkata,South India,Sacred plant in India,summer,night
Pine Tree,Helianthus annuus,No,Near Threatened,Coastal Forests,Chennai,Northeast India,Sacred plant in India,monsoon,afternoon
Mango Tree,Ocimum sanctum,Yes,Least Concern,Coastal Forests,Delhi,East India,Healing properties for skin,monsoon,afternoon
Cactus,Nelumbo nucifera,No,Endangered,Fields,Nagpur,Northeast India,Produces delicious fruit,summer,night
Sunflower,Helianthus annuus,No,Endangered,Fields,Lucknow,Northeast India,Produces delicious fruit,monsoon,afternoon
Lotus,Musa acuminata,Yes,Least Concern,Wetlands,Jaipur,East India,Fast-growing and high yield,monsoon,afternoon
Sunflower,Musa acuminata,No,Vulnerable,Urban Gardens,Hyderabad,North India,Evergreen and long-lived,monsoon,morning
Neem Tree,Pinus,Yes,Near Threatened,Mountains,Delhi,Central India,Healing properties for skin,monsoon,morning
Mango Tree,Azadirachta indica,Yes,Vulnerable,Tropical Forests,Kolkata,West India,Survives in arid climates,summer,night
Cactus,Mangifera indica,Yes,Least Concern,Grasslands,Hyderabad,West India,Produces delicious fruit,summer,night
Neem Tree,Rosa indica,No,Vulnerable,Orchards,Chennai,East India,Fast-growing and high yield,summer,morning
Banana Plant,Musa acuminata,Yes,Least Concern,Deserts,Hyderabad,North India,National flower of India,summer,night
Aloe Vera,Azadirachta indica,Yes,Near Threatened,Urban Gardens,Amravati,South India,Known for medicinal properties,winter,afternoon
Pine Tree,Cactaceae,No,Least Concern,Deserts,Nagpur,Central India,Turns towards the sun,monsoon,morning
Aloe Vera,Nelumbo nucifera,No,Least Concern,Urban Gardens,Lucknow,South India,Symbol of love and beauty,monsoon,afternoon
Sunflower,Helianthus annuus,Yes,Vulnerable,Rainforests,Delhi,Central India,Produces delicious fruit,spring,night
Banana Plant,Nelumbo nucifera,Yes,Least Concern,Grasslands,Delhi,South India,Survives in arid climates,monsoon,afternoon
Cactus,Rosa indica,Yes,Least Concern,Grasslands,Chennai,Northeast India,Fast-growing and high yield,winter,morning
Banana Plant,Mangifera indica,Yes,Endangered,Rainforests,Chennai,Central India,Sacred plant in India,spring,night
Neem Tree,Helianthus annuus,No,Endangered,Grasslands,Mumbai,West India,Symbol of love and beauty,summer,night
Banana Plant,Ocimum sanctum,Yes,Near Threatened,Wetlands,Ahmedabad,South India,Known for medicinal properties,winter,night
Cactus,Cactaceae,No,Endangered,Tropical Forests,Kolkata,South India,National flower of India,winter,afternoon
Tulsi,Ocimum sanctum,No,Near Threatened,Mountains,Bangalore,North India,Produces delicious fruit,winter,night
Mango Tree,Musa acuminata,Yes,Least Concern,Mountains,Pune,North India,Turns towards the sun,monsoon,morning
Lotus,Mangifera indica,No,Vulnerable,Rainforests,Pune,West India,National flower of India,summer,morning
Neem Tree,Ocimum sanctum,Yes,Vulnerable,Urban Gardens,Delhi,South India,Evergreen and long-lived,summer,morning
Banana Plant,Azadirachta indica,No,Vulnerable,Mountains,Bangalore,Central India,Turns towards the sun,spring,afternoon
Neem Tree,Aloe barbadensis,No,Near Threatened,Orchards,Lucknow,Central India,Healing properties for skin,monsoon,afternoon
Banana Plant,Nelumbo nucifera,No,Least Concern,Fields,Hyderabad,North India,Known for medicinal properties,winter,afternoon
Banana Plant,Cactaceae,Yes,Near Threatened,Coastal Forests,Nagpur,North India,Known for medicinal properties,summer,morning
Neem Tree,Pinus,No,Endangered,Mountains,Ahmedabad,North India,Fast-growing and high yield,summer,afternoon
Lotus,Rosa indica,No,Near Threatened,Orchards,Pune,Northeast India,Healing properties for skin,winter,afternoon
Tulsi,Ocimum sanctum,Yes,Vulnerable,Coastal Forests,Lucknow,Central India,Survives in arid climates,winter,night
Cactus,Aloe barbadensis,No,Near Threatened,Coastal Forests,Nagpur,South India,Produces delicious fruit,summer,morning
Mango Tree,Helianthus annuus,No,Least Concern,Deserts,Mumbai,North India,National flower of India,winter,afternoon
Aloe Vera,Mangifera indica,Yes,Vulnerable,Urban Gardens,Amravati,West India,Symbol of love and beauty,winter,afternoon
Neem Tree,Ocimum sanctum,Yes,Near Threatened,Mountains,Bangalore,West India,Fast-growing and high yield,monsoon,afternoon
Banana Plant,Ocimum sanctum,Yes,Least Concern,Grasslands,Jaipur,East India,Turns towards the sun,summer,night
Pine Tree,Rosa indica,Yes,Least Concern,Fields,Chennai,West India,Known for medicinal properties,monsoon,morning
Tulsi,Musa acuminata,Yes,Vulnerable,Coastal Forests,Chennai,South India,Fast-growing and high yield,summer,afternoon
Cactus,Rosa indica,Yes,Endangered,Grasslands,Nagpur,North India,Symbol of love and beauty,monsoon,night
Banana Plant,Cactaceae,Yes,Endangered,Deserts,Ahmedabad,South India,Evergreen and long-lived,monsoon,afternoon
Pine Tree,Aloe barbadensis,Yes,Near Threatened,Rainforests,Amravati,Northeast India,Fast-growing and high yield,winter,afternoon
Rose,Aloe barbadensis,Yes,Vulnerable,Grasslands,Bangalore,Central India,Produces delicious fruit,monsoon,afternoon
Banana Plant,Mangifera indica,No,Endangered,Wetlands,Delhi,Northeast India,Symbol of love and beauty,spring,afternoon
Banana Plant,Nelumbo nucifera,Yes,Endangered,Mountains,Pune,Central India,Known for medicinal properties,spring,morning
Neem Tree,Nelumbo nucifera,Yes,Vulnerable,Mountains,Chennai,North India,Symbol of love and beauty,winter,morning
Aloe Vera,Ocimum sanctum,Yes,Vulnerable,Grasslands,Pune,Central India,Sacred plant in India,summer,morning
Neem Tree,Cactaceae,No,Endangered,Wetlands,Mumbai,East India,Symbol of love and beauty,spring,afternoon
Banana Plant,Aloe barbadensis,Yes,Endangered,Urban Gardens,Mumbai,West India,Symbol of love and beauty,summer,night
Cactus,Aloe barbadensis,Yes,Endangered,Fields,Lucknow,South India,Produces delicious fruit,monsoon,night
Banana Plant,Cactaceae,Yes,Vulnerable,Fields,Mumbai,South India,Symbol of love and beauty,spring,morning
Lotus,Helianthus annuus,Yes,Near Threatened,Deserts,Lucknow,East India,Sacred plant in India,winter,afternoon
Tulsi,Pinus,No,Least Concern,Deserts,Chennai,Northeast India,National flower of India,winter,morning
Banana Plant,Ocimum sanctum,No,Endangered,Fields,Nagpur,Northeast India,Known for medicinal properties,summer,night
Sunflower,Helianthus annuus,No,Near Threatened,Urban Gardens,Jaipur,North India,Turns towards the sun,spring,afternoon
Cactus,Nelumbo nucifera,Yes,Near Threatened,Deserts,Jaipur,North India,Known for medicinal properties,spring,afternoon
Mango Tree,Nelumbo nucifera,Yes,Endangered,Orchards,Ahmedabad,East India,Known for medicinal properties,winter,morning
Aloe Vera,Aloe barbadensis,Yes,Near Threatened,Coastal Forests,Bangalore,Northeast India,Produces delicious fruit,spring,night
Aloe Vera,Pinus,Yes,Endangered,Deserts,Nagpur,South India,Healing properties for skin,spring,night
Tulsi,Nelumbo nucifera,Yes,Least Concern,Fields,Bangalore,Central India,Evergreen and long-lived,monsoon,night
Cactus,Cactaceae,No,Endangered,Tropical Forests,Mumbai,Northeast India,Sacred plant in India,winter,afternoon
Pine Tree,Aloe barbadensis,No,Vulnerable,Urban Gardens,Mumbai,South India,Known for medicinal properties,winter,morning
Neem Tree,Cactaceae,Yes,Endangered,Orchards,Chennai,Northeast India,National flower of India,spring,night
Tulsi,Musa acuminata,Yes,Least Concern,Deserts,Chennai,North India,Produces delicious fruit,spring,morning
Lotus,Musa acuminata,Yes,Endangered,Coastal Forests,Delhi,South India,Fast-growing and high yield,winter,night
Cactus,Rosa indica,Yes,Vulnerable,Deserts,Nagpur,Central India,Produces delicious fruit,spring,night
Mango Tree,Helianthus annuus,No,Least Concern,Orchards,Pune,North India,Sacred plant in India,monsoon,morning
Tulsi,Helianthus annuus,Yes,Least Concern,Wetlands,Delhi,West India,Healing properties for skin,summer,night
Pine Tree,Pinus,No,Least Concern,Urban Gardens,Mumbai,West India,Survives in arid climates,spring,morning
Neem Tree,Pinus,Yes,Near Threatened,Grasslands,Bangalore,Northeast India,Evergreen and long-lived,monsoon,afternoon
Banana Plant,Azadirachta indica,Yes,Near Threatened,Deserts,Hyderabad,Northeast India,Known for medicinal properties,monsoon,afternoon
Aloe Vera,Mangifera indica,No,Least Concern,Fields,Ahmedabad,East India,National flower of India,summer,afternoon
Neem Tree,Musa acuminata,No,Vulnerable,Grasslands,Ahmedabad,East India,Turns towards the sun,spring,night
Tulsi,Rosa indica,No,Vulnerable,Coastal Forests,Nagpur,North India,Symbol of love and beauty,summer,afternoon
Aloe Vera,Helianthus annuus,Yes,Endangered,Tropical Forests,Nagpur,Northeast India,National flower of India,spring,night
Tulsi,Nelumbo nucifera,No,Endangered,Urban Gardens,Ahmedabad,East India,Symbol of love and beauty,winter,morning
Mango Tree,Ocimum sanctum,No,Vulnerable,Rainforests,Lucknow,West India,Sacred plant in India,summer,morning
Neem Tree,Rosa indica,Yes,Least Concern,Orchards,Amravati,Central India,Sacred plant in India,spring,night
Neem Tree,Mangifera indica,Yes,Vulnerable,Orchards,Mumbai,West India,Fast-growing and high yield,summer,afternoon
Mango Tree,Nelumbo nucifera,Yes,Endangered,Tropical Forests,Bangalore,East India,Evergreen and long-lived,monsoon,afternoon
Tulsi,Rosa indica,No,Vulnerable,Tropical Forests,Delhi,West India,Survives in arid climates,spring,night
Pine Tree,Azadirachta indica,Yes,Vulnerable,Fields,Mumbai,North India,Turns towards the sun,summer,afternoon
Sunflower,Azadirachta indica,Yes,Near Threatened,Grasslands,Pune,Northeast India,Survives in arid climates,summer,afternoon
